newindex,BaseDateTime,COG,CallSign,Cargo,Draft,Heading,IMO,LAT,LON,Length,MMSI,SOG,Status,VesselName,VesselType,Width,coordinate,datetime,envelope
634,2017-11-18T16:15:28,8.0,WDF5645,37.0,,12.0,,26.25412,-80.0419,21.4,367465650.0,11.6,under way using engine,LIBERT-Y,1019.0,6.6,POINT (-80.0419 26.25412),2017-11-18 16:15:28,"POLYGON ((-80.06189999999999 26.23412, -80.0219 26.23412, -80.0219 26.27412, -80.06189999999999 26.27412, -80.06189999999999 26.23412))"
635,2017-11-18T16:15:53,-88.3,ZGE09,,,327.0,IMO1007495,26.09167,-80.05682,55.3,319076300.0,12.9,under way using engine,LADY MICHELLE,1019.0,10.63,POINT (-80.05682 26.09167),2017-11-18 16:15:53,"POLYGON ((-80.07682 26.07167, -80.03682000000001 26.07167, -80.03682000000001 26.11167, -80.07682 26.11167, -80.07682 26.07167))"
636,2017-11-18T16:15:02,10.2,WDE3461,,,511.0,,26.13598,-80.0828,30.82,367339380.0,10.0,,VIVERE,1019.0,7.2,POINT (-80.08280000000001 26.13598),2017-11-18 16:15:02,"POLYGON ((-80.1028 26.11598, -80.06280000000001 26.11598, -80.06280000000001 26.15598, -80.1028 26.15598, -80.1028 26.11598))"
637,2017-11-18T16:16:41,113.0,V7OM8,,,113.0,,26.06952,-80.04361999999998,,538070485.0,12.6,under way using engine,RUNNING ON THE WAVES,1019.0,,POINT (-80.04361999999998 26.06952),2017-11-18 16:16:41,"POLYGON ((-80.06361999999997 26.04952, -80.02361999999998 26.04952, -80.02361999999998 26.08952, -80.06361999999997 26.08952, -80.06361999999997 26.04952))"
638,2017-11-18T16:16:54,-100.5,ZGE09,,,313.0,IMO1007495,26.094,-80.05926,55.3,319076300.0,8.7,under way using engine,LADY MICHELLE,1019.0,10.63,POINT (-80.05925999999999 26.094),2017-11-18 16:16:54,"POLYGON ((-80.07925999999999 26.074, -80.03926 26.074, -80.03926 26.114, -80.07925999999999 26.114, -80.07925999999999 26.074))"
639,2017-11-18T16:16:00,9.5,C6FX7,,,115.0,IMO8900323,25.98009,-79.94824,179.0,311638000.0,1.0,not under command,DOLE HONDURAS,1004.0,27.0,POINT (-79.94824 25.98009),2017-11-18 16:16:00,"POLYGON ((-79.96823999999999 25.96009, -79.92824 25.96009, -79.92824 26.00009, -79.96823999999999 26.00009, -79.96823999999999 25.96009))"
640,2017-11-18T16:16:46,-161.6,V2DP4,,,23.0,IMO9389423,26.12432,-80.07388,139.6,305291000.0,0.1,at anchor,K-BREEZE,1004.0,22.2,POINT (-80.07388 26.12432),2017-11-18 16:16:46,"POLYGON ((-80.09388 26.10432, -80.05388000000001 26.10432, -80.05388000000001 26.14432, -80.09388 26.14432, -80.09388 26.10432))"
641,2017-11-18T15:17:28,-73.7,WDJ5462,,,511.0,,26.77819,-79.95393,18.5,367787910.0,8.3,,SLIC CHIC,1019.0,,POINT (-79.95393 26.77819),2017-11-18 15:17:28,"POLYGON ((-79.97393 26.75819, -79.93393 26.75819, -79.93393 26.79819, -79.97393 26.79819, -79.97393 26.75819))"
642,2017-11-18T15:16:19,195.6,V7EZ8,37.0,2.0,185.0,,25.77784,-80.10859,35.05,538071147.0,10.2,under way using engine,BRUNELLO,1019.0,7.5,POINT (-80.10859000000001 25.77784),2017-11-18 15:16:19,"POLYGON ((-80.12859 25.75784, -80.08859000000001 25.75784, -80.08859000000001 25.79784, -80.12859 25.79784, -80.12859 25.75784))"
643,2017-11-18T15:17:29,193.3,V7EZ8,37.0,2.0,183.0,,25.77473,-80.10953,35.05,538071147.0,9.0,under way using engine,BRUNELLO,1019.0,7.5,POINT (-80.10953000000001 25.77473),2017-11-18 15:17:29,"POLYGON ((-80.12953 25.75473, -80.08953000000001 25.75473, -80.08953000000001 25.79473, -80.12953 25.79473, -80.12953 25.75473))"
644,2017-11-18T15:16:03,-184.3,WDG9349,52.0,5.0,229.0,IMO8973916,25.76405,-80.09475,30.02,338343000.0,7.7,under way using engine,GENESIS VISION,1025.0,10.36,POINT (-80.09475 25.76405),2017-11-18 15:16:03,"POLYGON ((-80.11475 25.74405, -80.07475000000001 25.74405, -80.07475000000001 25.78405, -80.11475 25.78405, -80.11475 25.74405))"
645,2017-11-18T15:17:04,-177.8,WDG9349,52.0,5.0,239.0,IMO8973916,25.76262,-80.09662,30.02,338343000.0,7.8,under way using engine,GENESIS VISION,1025.0,10.36,POINT (-80.09662 25.76262),2017-11-18 15:17:04,"POLYGON ((-80.11662 25.74262, -80.07662000000001 25.74262, -80.07662000000001 25.78262, -80.11662 25.78262, -80.11662 25.74262))"
646,2017-11-18T15:17:20,183.0,WDI9405,,,189.0,,26.78899,-80.02073,,367748310.0,4.8,,BELLE MARIE,1019.0,,POINT (-80.02073 26.78899),2017-11-18 15:17:20,"POLYGON ((-80.04073 26.76899, -80.00073 26.76899, -80.00073 26.80899, -80.04073 26.80899, -80.04073 26.76899))"
647,2017-11-19T15:16:33,-107.6,HO2486,70.0,2.3,511.0,IMO9248332,26.03838,-79.90913,57.91,354580000.0,10.4,under way using engine,EMERALD EXPRESS,1004.0,11.58,POINT (-79.90913 26.03838),2017-11-19 15:16:33,"POLYGON ((-79.92913 26.01838, -79.88913000000001 26.01838, -79.88913000000001 26.05838, -79.92913 26.05838, -79.92913 26.01838))"
648,2017-11-19T15:17:44,-101.6,HO2486,70.0,2.3,511.0,IMO9248332,26.0406,-79.91223000000002,57.91,354580000.0,10.6,under way using engine,EMERALD EXPRESS,1004.0,11.58,POINT (-79.91223000000002 26.0406),2017-11-19 15:17:44,"POLYGON ((-79.93223000000002 26.0206, -79.89223000000003 26.0206, -79.89223000000003 26.0606, -79.93223000000002 26.0606, -79.93223000000002 26.0206))"
649,2017-11-19T15:17:07,87.9,9HYT6,49.0,2.1,90.0,IMO9234006,25.76212,-80.028,49.0,248984000.0,30.9,under way using engine,SAN GWANN,1012.0,12.03,POINT (-80.02800000000001 25.76212),2017-11-19 15:17:07,"POLYGON ((-80.048 25.74212, -80.00800000000001 25.74212, -80.00800000000001 25.78212, -80.048 25.78212, -80.048 25.74212))"
650,2017-11-19T15:16:05,91.7,9HYT6,49.0,2.1,94.0,IMO9234006,25.76238,-80.03768000000002,49.0,248984000.0,31.3,under way using engine,SAN GWANN,1012.0,12.03,POINT (-80.03768000000002 25.76238),2017-11-19 15:16:05,"POLYGON ((-80.05768000000002 25.74238, -80.01768000000003 25.74238, -80.01768000000003 25.78238, -80.05768000000002 25.78238, -80.05768000000002 25.74238))"
651,2017-11-19T15:16:13,0.6,WGEH,80.0,12.2,359.0,IMO9353541,25.91261,-79.98451,183.2,367381000.0,15.8,under way using engine,OVERSEAS NEW YORK,1024.0,32.2,POINT (-79.98451 25.91261),2017-11-19 15:16:13,"POLYGON ((-80.00451 25.89261, -79.96451 25.89261, -79.96451 25.93261, -80.00451 25.93261, -80.00451 25.89261))"
652,2017-11-19T15:17:19,0.6,WGEH,80.0,12.2,0.0,IMO9353541,25.91758,-79.98443,183.2,367381000.0,15.9,under way using engine,OVERSEAS NEW YORK,1024.0,32.2,POINT (-79.98443 25.91758),2017-11-19 15:17:19,"POLYGON ((-80.00443 25.89758, -79.96443000000001 25.89758, -79.96443000000001 25.93758, -80.00443 25.93758, -80.00443 25.89758))"
653,2017-11-19T15:17:09,16.6,,,,511.0,,25.88164,-80.08097,18.59,338123353.0,25.4,,LE ROI,1019.0,,POINT (-80.08096999999999 25.88164),2017-11-19 15:17:09,"POLYGON ((-80.10096999999999 25.86164, -80.06097 25.86164, -80.06097 25.90164, -80.10096999999999 25.90164, -80.10096999999999 25.86164))"
654,2017-11-19T15:17:09,170.2,WDE3363,80.0,6.9,177.0,IMO9503160,26.04497000000001,-79.97077,46.0,367337960.0,0.7,under way using engine,GALVESTON,1025.0,14.06,POINT (-79.97077 26.04497000000001),2017-11-19 15:17:09,"POLYGON ((-79.99077 26.02497000000001, -79.95077000000001 26.02497000000001, -79.95077000000001 26.06497000000001, -79.99077 26.06497000000001, -79.99077 26.02497000000001))"
655,2017-11-19T15:17:12,172.0,WDF6123,,,511.0,,25.94339,-80.02675,8.23,367470890.0,7.1,,AAI CHASE,,,POINT (-80.02675000000001 25.94339),2017-11-19 15:17:12,"POLYGON ((-80.04675 25.92339, -80.00675000000001 25.92339, -80.00675000000001 25.96339, -80.04675 25.96339, -80.04675 25.92339))"
656,2017-11-21T15:17:05,-82.2,VRGI7,70.0,9.5,307.0,IMO9410284,26.08888,-79.99662,175.1,477726900.0,2.6,under way using engine,MAERSK WINNIPEG,1004.0,27.9,POINT (-79.99661999999999 26.08888),2017-11-21 15:17:05,"POLYGON ((-80.01661999999999 26.06888, -79.97662 26.06888, -79.97662 26.10888, -80.01661999999999 26.10888, -80.01661999999999 26.06888))"
657,2017-11-21T15:16:31,22.0,V2QD,70.0,5.0,24.0,IMO8815308,26.03283,-80.0374,94.5,304010792.0,3.4,under way using engine,JAN CARIBE,1004.0,16.14,POINT (-80.03740000000001 26.03283),2017-11-21 15:16:31,"POLYGON ((-80.0574 26.01283, -80.01740000000001 26.01283, -80.01740000000001 26.05283, -80.0574 26.05283, -80.0574 26.01283))"
658,2017-11-21T15:17:35,185.6,,,,511.0,,25.98336,-80.06903,,316035895.0,5.1,,,,,POINT (-80.06903 25.98336),2017-11-21 15:17:35,"POLYGON ((-80.08902999999999 25.96336, -80.04903 25.96336, -80.04903 26.00336, -80.08902999999999 26.00336, -80.08902999999999 25.96336))"
659,2017-11-21T15:17:42,19.0,V2QD,70.0,5.0,24.0,IMO8815308,26.03392,-80.03693,94.5,304010792.0,3.4,under way using engine,JAN CARIBE,1004.0,16.14,POINT (-80.03693 26.03392),2017-11-21 15:17:42,"POLYGON ((-80.05692999999999 26.01392, -80.01693 26.01392, -80.01693 26.05392, -80.05692999999999 26.05392, -80.05692999999999 26.01392))"
660,2017-11-21T15:16:34,180.1,,,,511.0,,25.98473,-80.06894,,316035895.0,4.8,,,,,POINT (-80.06894 25.98473),2017-11-21 15:16:34,"POLYGON ((-80.08893999999999 25.96473, -80.04894 25.96473, -80.04894 26.00473, -80.08893999999999 26.00473, -80.08893999999999 25.96473))"
661,2017-11-21T15:17:17,51.7,,,,511.0,,26.14974,-79.99473,,338302298.0,5.8,,,,,POINT (-79.99473 26.14974),2017-11-21 15:17:17,"POLYGON ((-80.01473 26.12974, -79.97473000000001 26.12974, -79.97473000000001 26.16974, -80.01473 26.16974, -80.01473 26.12974))"
662,2017-11-21T15:17:07,182.4,WDH3351,31.0,4.6,511.0,IMO9264427,25.9867,-80.06213000000002,30.5,367508680.0,3.2,under way using engine,CROSBY INTEGRITY,1025.0,10.4,POINT (-80.06213000000002 25.9867),2017-11-21 15:17:07,"POLYGON ((-80.08213000000002 25.9667, -80.04213000000003 25.9667, -80.04213000000003 26.0067, -80.08213000000002 26.0067, -80.08213000000002 25.9667))"
663,2017-11-22T16:15:32,178.4,WDJ6208,,,511.0,,25.85954,-80.09065,12.89,367795450.0,6.6,,SANUK,1019.0,4.0,POINT (-80.09065 25.85954),2017-11-22 16:15:32,"POLYGON ((-80.11064999999999 25.83954, -80.07065 25.83954, -80.07065 25.87954, -80.11064999999999 25.87954, -80.11064999999999 25.83954))"
664,2017-11-22T16:14:49,6.4,ZCPC2,,,4.0,IMO1008798,26.1345,-80.023,60.0,319597000.0,14.9,under way using engine,PODIUM,1019.0,11.42,POINT (-80.023 26.1345),2017-11-22 16:14:49,"POLYGON ((-80.04299999999999 26.1145, -80.003 26.1145, -80.003 26.1545, -80.04299999999999 26.1545, -80.04299999999999 26.1145))"
665,2017-11-22T16:15:49,179.6,WDH8203,,,511.0,,25.85599,-80.08959,12.98,367655680.0,5.7,,PERSISTENCE,1019.0,,POINT (-80.08959 25.85599),2017-11-22 16:15:49,"POLYGON ((-80.10959 25.83599, -80.06959000000001 25.83599, -80.06959000000001 25.87599, -80.10959 25.87599, -80.10959 25.83599))"
666,2017-11-22T16:14:42,174.3,WGEH,80.0,12.2,174.0,IMO9353541,25.96542,-80.05755,183.2,367381000.0,14.3,under way using engine,OVERSEAS NEW YORK,1024.0,32.2,POINT (-80.05755000000001 25.96542),2017-11-22 16:14:42,"POLYGON ((-80.07755 25.94542, -80.03755000000001 25.94542, -80.03755000000001 25.98542, -80.07755 25.98542, -80.07755 25.94542))"
667,2017-11-22T16:14:19,180.8,WDH8203,,,511.0,,25.85834,-80.08963,12.98,367655680.0,5.6,,PERSISTENCE,1019.0,,POINT (-80.08963 25.85834),2017-11-22 16:14:19,"POLYGON ((-80.10963 25.83834, -80.06963 25.83834, -80.06963 25.87834, -80.10963 25.87834, -80.10963 25.83834))"
668,2017-11-22T16:15:47,173.2,WGEH,80.0,12.2,174.0,IMO9353541,25.96107,-80.05696999999998,183.2,367381000.0,14.2,under way using engine,OVERSEAS NEW YORK,1024.0,32.2,POINT (-80.05696999999998 25.96107),2017-11-22 16:15:47,"POLYGON ((-80.07696999999997 25.94107, -80.03696999999998 25.94107, -80.03696999999998 25.98107, -80.07696999999997 25.98107, -80.07696999999997 25.94107))"
669,2017-11-22T16:14:03,178.5,WDJ6208,,,511.0,,25.86218,-80.09076,12.89,367795450.0,6.4,,SANUK,1019.0,4.0,POINT (-80.09076 25.86218),2017-11-22 16:14:03,"POLYGON ((-80.11076 25.84218, -80.07076000000001 25.84218, -80.07076000000001 25.88218, -80.11076 25.88218, -80.11076 25.84218))"
670,2017-11-22T16:15:15,36.7,,,,511.0,,25.91584,-80.04387,17.53,338183311.0,9.4,,MARY TIME,1019.0,,POINT (-80.04387 25.91584),2017-11-22 16:15:15,"POLYGON ((-80.06386999999999 25.89584, -80.02387 25.89584, -80.02387 25.93584, -80.06386999999999 25.93584, -80.06386999999999 25.89584))"
671,2017-11-24T15:16:29,-166.2,6YSL6,,,511.0,,25.90305,-80.087,,339438000.0,4.2,,T/T CARRAZO,,,POINT (-80.087 25.90305),2017-11-24 15:16:29,"POLYGON ((-80.107 25.88305, -80.06700000000001 25.88305, -80.06700000000001 25.92305, -80.107 25.92305, -80.107 25.88305))"
672,2017-11-24T15:17:32,194.1,WDD4600,,,511.0,IMO8885767,26.66017,-79.98796999999998,23.96,367146820.0,4.1,,MISS ADRIANNE,1001.0,6.7,POINT (-79.98796999999998 26.66017),2017-11-24 15:17:32,"POLYGON ((-80.00796999999997 26.64017, -79.96796999999998 26.64017, -79.96796999999998 26.68017, -80.00796999999997 26.68017, -80.00796999999997 26.64017))"
673,2017-11-24T15:16:08,5.6,WDH7886,,,511.0,,25.91374,-80.09933000000002,19.81,367652620.0,8.2,,FIGMO,1019.0,,POINT (-80.09933000000002 25.91374),2017-11-24 15:16:08,"POLYGON ((-80.11933000000002 25.89374, -80.07933000000003 25.89374, -80.07933000000003 25.93374, -80.11933000000002 25.93374, -80.11933000000002 25.89374))"
674,2017-11-24T15:16:48,23.8,WDC3840,50.0,,511.0,,26.09645,-80.07522,12.8,367015090.0,2.7,reserved for future use (10),PILOT NO 5,1005.0,3.7,POINT (-80.07522 26.09645),2017-11-24 15:16:48,"POLYGON ((-80.09522 26.07645, -80.05522000000001 26.07645, -80.05522000000001 26.11645, -80.09522 26.11645, -80.09522 26.07645))"
675,2017-11-24T15:16:36,-149.0,WDJ2311,,,511.0,IMO7367263,26.09428,-80.07222,29.32,367757210.0,1.2,under way using engine,DON JAIME,1025.0,8.23,POINT (-80.07222 26.09428),2017-11-24 15:16:36,"POLYGON ((-80.09222 26.07428, -80.05222000000001 26.07428, -80.05222000000001 26.11428, -80.09222 26.11428, -80.09222 26.07428))"
676,2017-11-24T15:17:47,23.5,5IM723,70.0,4.3,353.0,IMO9196228,25.77256,-80.06857,90.6,677062300.0,1.2,not under command,PEPIN EXPRESS,1004.0,13.85,POINT (-80.06856999999999 25.77256),2017-11-24 15:17:47,"POLYGON ((-80.08856999999999 25.75256, -80.04857 25.75256, -80.04857 25.79256, -80.08856999999999 25.79256, -80.08856999999999 25.75256))"
677,2017-11-24T15:17:17,25.4,,,,511.0,,26.78208,-79.99226,,338228299.0,2.6,,WAYNE'S WORLD,1019.0,,POINT (-79.99226 26.78208),2017-11-24 15:17:17,"POLYGON ((-80.01226 26.76208, -79.97226000000001 26.76208, -79.97226000000001 26.80208, -80.01226 26.80208, -80.01226 26.76208))"
678,2017-11-24T15:17:30,-177.4,6YSL6,,,511.0,,25.90271,-80.08773000000002,,339438000.0,0.5,,T/T CARRAZO,,,POINT (-80.08773000000002 25.90271),2017-11-24 15:17:30,"POLYGON ((-80.10773000000002 25.88271, -80.06773000000003 25.88271, -80.06773000000003 25.92271, -80.10773000000002 25.92271, -80.10773000000002 25.88271))"
679,2017-11-24T15:17:05,-50.3,WDF2460,57.0,,357.0,IMO9575876,25.90287,-80.04356,37.95,367428330.0,10.4,under way using engine,LAURIE ANN REINAUER,1025.0,11.55,POINT (-80.04356 25.90287),2017-11-24 15:17:05,"POLYGON ((-80.06356 25.88287, -80.02356 25.88287, -80.02356 25.92287, -80.06356 25.92287, -80.06356 25.88287))"
680,2017-11-24T15:17:06,199.3,,,,511.0,,26.52208,-80.02977,,338108969.0,20.3,,,,,POINT (-80.02977 26.52208),2017-11-24 15:17:06,"POLYGON ((-80.04977 26.50208, -80.00977 26.50208, -80.00977 26.54208, -80.04977 26.54208, -80.04977 26.50208))"
681,2017-11-24T15:17:43,-66.3,WDJ5462,,,511.0,,26.843000000000004,-79.98778,18.5,367787910.0,2.4,,SLIC CHIC,1019.0,,POINT (-79.98778 26.843),2017-11-24 15:17:43,"POLYGON ((-80.00778 26.823, -79.96778 26.823, -79.96778 26.863, -80.00778 26.863, -80.00778 26.823))"
682,2017-11-24T15:16:28,92.0,ZGCF9,,,93.0,IMO9599664,26.09372,-80.09000999999998,56.99,319039300.0,14.4,under way using engine,LADY SARA,1019.0,10.18,POINT (-80.09000999999998 26.09372),2017-11-24 15:16:28,"POLYGON ((-80.11000999999997 26.07372, -80.07000999999998 26.07372, -80.07000999999998 26.11372, -80.11000999999997 26.11372, -80.11000999999997 26.07372))"
683,2017-11-24T15:17:31,99.0,ZGCF9,,,101.0,IMO9599664,26.09354,-80.0853,56.99,319039300.0,14.6,under way using engine,LADY SARA,1019.0,10.18,POINT (-80.0853 26.09354),2017-11-24 15:17:31,"POLYGON ((-80.1053 26.07354, -80.06530000000001 26.07354, -80.06530000000001 26.11354, -80.1053 26.11354, -80.1053 26.07354))"
684,2017-11-24T15:17:47,-184.3,WDJ2311,,,511.0,IMO7367263,26.09395,-80.07291,29.32,367757210.0,2.1,under way using engine,DON JAIME,1025.0,8.23,POINT (-80.07290999999999 26.09395),2017-11-24 15:17:47,"POLYGON ((-80.09290999999999 26.07395, -80.05291 26.07395, -80.05291 26.11395, -80.09290999999999 26.11395, -80.09290999999999 26.07395))"
685,2017-11-24T15:16:55,-92.4,,,,511.0,,26.08819,-80.08836,,338237693.0,7.3,,,,,POINT (-80.08835999999999 26.08819),2017-11-24 15:16:55,"POLYGON ((-80.10835999999999 26.06819, -80.06836 26.06819, -80.06836 26.10819, -80.10835999999999 26.10819, -80.10835999999999 26.06819))"
686,2017-11-24T15:17:55,179.9,WDD6584,52.0,5.4,182.0,IMO7400455,26.08928,-79.99648,40.19,367174890.0,9.2,under way using engine,OSG HONOUR,1025.0,11.28,POINT (-79.99648000000001 26.08928),2017-11-24 15:17:55,"POLYGON ((-80.01648 26.06928, -79.97648000000001 26.06928, -79.97648000000001 26.10928, -80.01648 26.10928, -80.01648 26.06928))"
687,2017-11-24T15:17:38,0.0,OUVD2,70.0,3.5,210.0,IMO8701260,25.77963,-80.09252,66.81,219208000.0,0.0,at anchor,DANICA SUNBEAM,1004.0,10.22,POINT (-80.09251999999999 25.77963),2017-11-24 15:17:38,"POLYGON ((-80.11251999999999 25.75963, -80.07252 25.75963, -80.07252 25.79963, -80.11251999999999 25.79963, -80.11251999999999 25.75963))"
688,2017-11-24T15:17:37,4.4,WDH7886,,,511.0,,25.9171,-80.09897,19.81,367652620.0,8.2,,FIGMO,1019.0,,POINT (-80.09896999999999 25.9171),2017-11-24 15:17:37,"POLYGON ((-80.11896999999999 25.8971, -80.07897 25.8971, -80.07897 25.9371, -80.11896999999999 25.9371, -80.11896999999999 25.8971))"
689,2017-11-24T15:16:54,179.2,WDD6584,52.0,5.4,179.0,IMO7400455,26.09187,-79.99653,40.19,367174890.0,9.2,under way using engine,OSG HONOUR,1025.0,11.28,POINT (-79.99653000000001 26.09187),2017-11-24 15:16:54,"POLYGON ((-80.01653 26.07187, -79.97653000000001 26.07187, -79.97653000000001 26.11187, -80.01653 26.11187, -80.01653 26.07187))"
690,2017-11-25T16:13:02,73.0,WDJ5462,,,511.0,,26.74299,-79.99566999999998,18.5,367787910.0,0.6,,SLIC CHIC,1019.0,,POINT (-79.99566999999998 26.74299),2017-11-25 16:13:02,"POLYGON ((-80.01566999999997 26.72299, -79.97566999999998 26.72299, -79.97566999999998 26.76299, -80.01566999999997 26.76299, -80.01566999999997 26.72299))"
691,2017-11-25T16:13:47,-177.7,WDI8038,,,281.0,,26.7433,-80.00289000000002,,367734680.0,0.5,,GRIFFIN,1013.0,,POINT (-80.00289000000002 26.7433),2017-11-25 16:13:47,"POLYGON ((-80.02289000000002 26.7233, -79.98289000000003 26.7233, -79.98289000000003 26.7633, -80.02289000000002 26.7633, -80.02289000000002 26.7233))"
692,2017-11-25T16:14:03,66.6,WDJ5462,,,511.0,,26.743000000000002,-79.99558,18.5,367787910.0,0.6,,SLIC CHIC,1019.0,,POINT (-79.99558 26.743),2017-11-25 16:14:03,"POLYGON ((-80.01558 26.723, -79.97558000000001 26.723, -79.97558000000001 26.763, -80.01558 26.763, -80.01558 26.723))"
693,2017-11-26T16:14:22,193.4,ZQSJ5,,,511.0,,26.51731,-80.03239,,235090185.0,6.9,,FOUR SEASONS,,,POINT (-80.03239000000001 26.51731),2017-11-26 16:14:22,"POLYGON ((-80.05239 26.49731, -80.01239000000001 26.49731, -80.01239000000001 26.53731, -80.05239 26.53731, -80.05239 26.49731))"
694,2017-11-26T16:14:31,198.0,WDH8018,,,511.0,,26.17248,-80.06643000000003,,367653870.0,22.3,,MOANA HERE,,,POINT (-80.06643000000003 26.17248),2017-11-26 16:14:31,"POLYGON ((-80.08643000000002 26.15248, -80.04643000000003 26.15248, -80.04643000000003 26.19248, -80.08643000000002 26.19248, -80.08643000000002 26.15248))"
695,2017-11-26T16:13:22,8.5,WDJ6877,,,511.0,,25.97155,-80.0827,,368001110.0,7.7,,SANDSTAR,1019.0,,POINT (-80.0827 25.97155),2017-11-26 16:13:22,"POLYGON ((-80.1027 25.95155, -80.06270000000001 25.95155, -80.06270000000001 25.99155, -80.1027 25.99155, -80.1027 25.95155))"
696,2017-11-26T16:13:54,181.5,,,,511.0,,26.26694,-80.05712,,338302621.0,30.1,,,,,POINT (-80.05712 26.26694),2017-11-26 16:13:54,"POLYGON ((-80.07711999999999 26.24694, -80.03712 26.24694, -80.03712 26.28694, -80.07711999999999 26.28694, -80.07711999999999 26.24694))"
697,2017-11-26T16:14:10,126.2,V2PD6,70.0,6.8,137.0,IMO9137844,26.02094,-79.98589,121.93,304010937.0,11.6,under way using engine,DELPHINUS,1004.0,19.0,POINT (-79.98589 26.02094),2017-11-26 16:14:10,"POLYGON ((-80.00588999999999 26.00094, -79.96589 26.00094, -79.96589 26.04094, -80.00588999999999 26.04094, -80.00588999999999 26.00094))"
698,2017-11-26T16:13:08,183.5,WDH7896,,,511.0,,26.60073,-80.00972,12.74,367652710.0,5.9,,BEAU SOLEIL,1019.0,,POINT (-80.00972 26.60073),2017-11-26 16:13:08,"POLYGON ((-80.02972 26.58073, -79.98972000000001 26.58073, -79.98972000000001 26.62073, -80.02972 26.62073, -80.02972 26.58073))"
699,2017-11-26T16:14:23,15.1,WDJ6877,,,511.0,,25.97352,-80.08225,,368001110.0,6.6,,SANDSTAR,1019.0,,POINT (-80.08225 25.97352),2017-11-26 16:14:23,"POLYGON ((-80.10225 25.95352, -80.06225000000001 25.95352, -80.06225000000001 25.99352, -80.10225 25.99352, -80.10225 25.95352))"
700,2017-11-26T16:13:26,191.5,WDI2474,,,193.0,IMO8980256,26.32101,-80.04162,36.0,367678540.0,13.6,moored,ELIZABETH,1019.0,8.5,POINT (-80.04161999999999 26.32101),2017-11-26 16:13:26,"POLYGON ((-80.06161999999999 26.30101, -80.02162 26.30101, -80.02162 26.34101, -80.06161999999999 26.34101, -80.06161999999999 26.30101))"
701,2017-11-26T16:14:37,191.9,WDI2474,,,192.0,IMO8980256,26.31658,-80.04278000000002,36.0,367678540.0,13.8,moored,ELIZABETH,1019.0,8.5,POINT (-80.04278000000002 26.31658),2017-11-26 16:14:37,"POLYGON ((-80.06278000000002 26.29658, -80.02278000000003 26.29658, -80.02278000000003 26.33658, -80.06278000000002 26.33658, -80.06278000000002 26.29658))"
702,2017-11-26T16:13:35,189.5,,,,511.0,,26.42444,-80.03772,13.99,338099137.0,6.4,,ANAM CARA,1019.0,4.2,POINT (-80.03771999999999 26.42444),2017-11-26 16:13:35,"POLYGON ((-80.05771999999999 26.40444, -80.01772 26.40444, -80.01772 26.44444, -80.05771999999999 26.44444, -80.05771999999999 26.40444))"
703,2017-11-26T16:14:19,-63.0,,,,511.0,,26.55456,-80.01963,,338218517.0,15.6,,WINDY CITY,1019.0,,POINT (-80.01963000000001 26.55456),2017-11-26 16:14:19,"POLYGON ((-80.03963 26.53456, -79.99963000000001 26.53456, -79.99963000000001 26.57456, -80.03963 26.57456, -80.03963 26.53456))"
704,2017-11-26T16:14:39,189.7,WDH7896,,,511.0,,26.59835,-80.01001,12.74,367652710.0,5.6,,BEAU SOLEIL,1019.0,,POINT (-80.01000999999999 26.59835),2017-11-26 16:14:39,"POLYGON ((-80.03000999999999 26.57835, -79.99001 26.57835, -79.99001 26.61835, -80.03000999999999 26.61835, -80.03000999999999 26.57835))"
705,2017-11-26T16:14:37,1.9,WDE5095,80.0,7.0,0.0,IMO9385738,26.06921,-79.99691999999997,45.73,367361960.0,15.1,under way using engine,BROWNSVILLE,1025.0,14.02,POINT (-79.99691999999997 26.06921),2017-11-26 16:14:37,"POLYGON ((-80.01691999999997 26.04921, -79.97691999999998 26.04921, -79.97691999999998 26.08921, -80.01691999999997 26.08921, -80.01691999999997 26.04921))"
706,2017-11-26T16:13:30,1.9,WDE5095,80.0,7.0,1.0,IMO9385738,26.06459,-79.99710999999998,45.73,367361960.0,15.1,under way using engine,BROWNSVILLE,1025.0,14.02,POINT (-79.99710999999998 26.06459),2017-11-26 16:13:30,"POLYGON ((-80.01710999999997 26.04459, -79.97710999999998 26.04459, -79.97710999999998 26.08459, -80.01710999999997 26.08459, -80.01710999999997 26.04459))"
707,2017-11-26T16:13:02,124.5,V2PD6,70.0,6.8,137.0,IMO9137844,26.02314,-79.98924,121.93,304010937.0,11.3,under way using engine,DELPHINUS,1004.0,19.0,POINT (-79.98924 26.02314),2017-11-26 16:13:02,"POLYGON ((-80.00923999999999 26.00314, -79.96924 26.00314, -79.96924 26.04314, -80.00923999999999 26.04314, -80.00923999999999 26.00314))"
708,2017-11-26T16:14:56,-116.8,PBMC,70.0,5.0,8.0,IMO9375111,26.11065,-80.07634,99.97,244985000.0,0.1,at anchor,VANTAGE,1004.0,15.85,POINT (-80.07634 26.11065),2017-11-26 16:14:56,"POLYGON ((-80.09634 26.09065, -80.05634000000001 26.09065, -80.05634000000001 26.13065, -80.09634 26.13065, -80.09634 26.09065))"
